prikey,Key,User,Upload Time (GMT),Survey Name,Version,Complete,Survey Notes,Location Trigger,Instance Name,_start (GMT),_end (GMT),_device,site,plot,quadrat,host,phenologyhost1,phenologyhost2,phenologyhost3,light,gbh1,gbh2,gbh3,gbh4,gbh5,infest,biomass,phenologypar1,phenologypar2,phenologypar3,clump,poll,disp,foli
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bauhinia racemosa,1,0,1,23,34,25,29,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Memecylon umbellatum,1,0,0,5,10.5,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,3,9,9.5,11,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,6,11.5,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Ixora pavetta,1,1,0,7,23,18,15,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Cassia fistula,1,0,0,5,10.5,6.5,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Ixora pavetta,1,0,0,5,16,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Walsura trifoliata,1,0,0,3,10.5,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Walsura trifoliata,1,1,0,5,27,17,20,15,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Memecylon umbellatum,1,0,0,36,16,18,14,10,8,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Cassia fistula,1,0,0,9,17.5,10,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia holosericea,1,1,1,3,5.5,8.5,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Memecylon umbellatum,1,0,0,16,12,8,9,7,5,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,23,45,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,11.9,13,19,,,,1,3,0,0,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,11.9,13,19,,,,1,3,0,0,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,11.9,13,19,,,,1,4,0,0,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,11.9,13,19,,,,1,3,1,0,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,25.9,23.5,12.5,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,6,5,3.5,4,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,5,7,6,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,22.6,14,26.5,,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,22.6,14,26.5,,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,22.6,14,26.5,,,,1,1,0,0,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Cassia fistula,1,0,0,2,10.6,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,24.2,28,18,20,,,1,1,0,0,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,24.2,28,18,20,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,1,24.2,28,18,20,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,0,0,0,0,25.5,,,,,1,4,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,0,0,0,0,25.5,,,,,1,4,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,0,0,0,0,25.5,,,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,1,17.5,11,13,,,1,3,1,1,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,1,17.5,11,13,,,1,3,1,1,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Butea monosperma,1,0,0,0.5,28,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Manilkara hexandra,1,0,0,1,5,6,4.5,4,3.8,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Azadirachta indica,1,0,0,1,11.5,8,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Guazuma ulmifolia,1,0,1,23.9,30.5,16,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Azadirachta indica,1,0,0,0.6,11,8,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Ficus religiosa,1,0,0,17.1,14.5,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,2.5,6,7,3,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Manilkara hexandra,1,0,0,13,22,13.5,12,9,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Manilkara hexandra,1,1,1,3,19.5,8,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Terminalia catappa,1,0,0,3,10.5,6.5,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Carissa spinarum,1,0,0,3,13,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Terminalia catappa,1,0,0,15,17,14,12,8.5,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Madhuca longifolia,1,0,0,61,28.5,13,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,1,11.3,5,4,4,3,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Butea monosperma,1,0,0,11.1,41,29,2054,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,1,0,0,3,11,,,,,1,1,1,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Albizia lebbeck,1,0,1,15,24,32,22,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Syzgium cumini,1,0,0,10.4,62,36.5,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Morinda coreia,1,0,0,18.9,26,20,14,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,3,5,7,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,1,0,1,12,12.5,16,,,,1,4,1,1,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,1,0,1,12,12.5,16,,,,1,1,1,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,0,16,11,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,0,2,6,4,4,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Bridelia retusa,1,0,0,5,11,,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Memecylon umbellatum,1,0,0,19,12,13,8,16,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,0,0,0,0,9,4.5,,,,1,2,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia holosericea,1,1,1,3,9,3,,,,1,3,1,1,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia holosericea,1,1,1,3,9,3,,,,1,1,1,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,1,0,1,12,14,10,6,,,1,4,1,1,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Dodonaea angustifolia,1,0,0,2,7,4.5,,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Albizia lebbeck,1,0,0,18.8,25.5,16.5,,,,1,1,1,1,0,1,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Albizia lebbeck,1,0,0,18.8,25.5,16.5,,,,1,1,0,0,0,2,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Acacia auriculiformis,1,0,1,12,7.5,6.5,8.5,,,2,,,,,,,,
13,,preethi1433@gmail.com,2018-01-29T11:30:25Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 9 adjacent to plot 8 along the road,,,2018-01-26T01:49:53Z,2018-01-29T11:18:53Z,-2147483648,aranya,plot9,,Morinda coreia,1,0,0,35,29,15,12,,,2,,,,,,,,
18,,preethi1433@gmail.com,2018-01-29T11:30:26Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 10 behind plot 8&9 Barringtonia,,,2018-01-26T04:30:07Z,2018-01-29T11:19:05Z,-2147483648,aranya,plot10,,Cochlospermum religiosa,1,0,0,1,27,13,19,,,2,,,,,,,,
18,,preethi1433@gmail.com,2018-01-29T11:30:26Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 10 behind plot 8&9 Barringtonia,,,2018-01-26T04:30:07Z,2018-01-29T11:19:05Z,-2147483648,aranya,plot10,,Dodonaea angustifolia,1,0,1,8.1,7,5,,,,2,,,,,,,,
18,,preethi1433@gmail.com,2018-01-29T11:30:26Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 10 behind plot 8&9 Barringtonia,,,2018-01-26T04:30:07Z,2018-01-29T11:19:05Z,-2147483648,aranya,plot10,,Barringtonia acutangala,1,0,0,12.7,41,27,23,32,,1,2,1,0,0,1,,,
18,,preethi1433@gmail.com,2018-01-29T11:30:26Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 10 behind plot 8&9 Barringtonia,,,2018-01-26T04:30:07Z,2018-01-29T11:19:05Z,-2147483648,aranya,plot10,,Manilkara hexandra,1,1,0,17.5,6,6,7.5,6,,2,,,,,,,,
18,,preethi1433@gmail.com,2018-01-29T11:30:26Z,2018_01_08_SMAP_Parasite (2018_01_12 13:51:07) (2018_01_12 13:52:50),3,Yes,[basic] plot 10 behind plot 8&9 Barringtonia,,,2018-01-26T04:30:07Z,2018-01-29T11:19:05Z,-2147483648,aranya,plot10,,Pterocarpus santalinus,1,0,0,12.3,57.5,,,,,2,,,,,,,,
